pl_name,matched,match_kind,master_lang_id,master_name,source_flags,extensions,in_pldb,in_linguist,in_wikipedia,in_esolang,in_hyperpolyglot,in_pygments,in_rosettacode,fuzzy_candidates
Gravity,True,exact_canonical,gravity,gravity,esolang;pldb,,True,False,False,True,False,False,False,
Gremlin,True,exact_canonical,gremlin,gremlin,pldb,,True,False,False,False,False,False,False,
Gren,True,exact_canonical,gren,gren,pldb,,True,False,False,False,False,False,False,
GReQL,False,,,,,,False,False,False,False,False,False,False,
Gri,False,,,,,,False,False,False,False,False,False,False,
Gringo,False,,,,,,False,False,False,False,False,False,False,
Gro,False,,,,,,False,False,False,False,False,False,False,
GROFF,True,exact_canonical,groff,groff,pldb,,True,False,False,False,False,True,False,
Groovy,True,exact_canonical,groovy,groovy,linguist;pldb,.groovy .grt .gtpl .gvy,True,True,False,False,True,True,True,
Groq,False,,,,,,False,False,False,False,False,False,False,
GSL,False,,,,,,False,False,False,False,False,False,False,
GSP,True,exact_alias,groovy-server-pages,groovy-server-pages,linguist;pldb,.gsp,True,True,False,False,True,True,False,
GSQL,True,exact_canonical,gsql,gsql,pldb,,True,False,False,False,False,True,False,
GT.M,False,,,,,,False,False,False,False,False,False,False,
Guarded Command Language,False,,,,,,False,False,False,False,False,False,False,
Guarded Horn Clauses,False,,,,,,False,False,False,False,False,False,False,
Guile,True,exact_canonical,guile,guile,pldb,,True,False,False,False,False,False,True,
Gura,True,exact_canonical,gura,gura,pldb,,True,False,False,False,False,False,False,
Guru,True,exact_canonical,guru,guru,pldb,,True,False,False,False,False,False,False,
GW-BASIC,True,exact_canonical,gw-basic,gw-basic,pldb,,True,False,False,False,False,False,True,
Gwion,True,exact_canonical,gwion,gwion,pldb,,True,False,False,False,False,False,False,
Gwydion Dylan,False,,,,,,False,False,False,False,False,False,False,
Gypsy,True,exact_canonical,gypsy,gypsy,pldb,,True,False,False,False,False,False,False,
Gödel,True,normalized_canonical,godel,godel,pldb,,True,False,False,False,False,False,False,
Habanero,False,,,,,,False,False,False,False,False,False,False,
Habanero Java,False,,,,,,False,False,False,False,False,False,False,
Habit,True,exact_canonical,habit,habit,pldb,,True,False,False,False,False,False,False,
Hack,True,exact_canonical,hack,hack,linguist;pldb,.hack .hh .hhi .php,True,True,False,False,True,True,True,
Hackett,True,exact_canonical,hackett,hackett,pldb,,True,False,False,False,False,False,False,
HAGGIS,True,exact_canonical,haggis,haggis,pldb,,True,False,False,False,False,False,False,
Hakaru,True,exact_canonical,hakaru,hakaru,pldb,,True,False,False,False,False,False,False,
HAL,False,,,,,,False,False,False,False,False,False,False,
HAL/S,False,,,,,,False,False,False,False,False,False,False,
Halide,True,exact_canonical,halide,halide,pldb,,True,False,False,False,False,False,False,
Halon,False,,,,,,False,False,False,False,False,False,False,
Hamilton C shell,False,,,,,,False,False,False,False,False,False,False,
HAML,True,exact_canonical,haml,haml,linguist;pldb,.haml .haml.deface,True,True,False,False,True,True,False,
Hamler,True,exact_canonical,hamler,hamler,pldb,,True,False,False,False,False,False,False,
Hamlet,False,,,,,,False,False,False,False,False,False,False,
Handel-C,True,exact_canonical,handel-c,handel-c,pldb,,True,False,False,False,False,False,False,
Handlebars,True,exact_canonical,handlebars,handlebars,linguist;pldb,.handlebars .hbs,True,True,False,False,True,True,False,
Hansl,False,,,,,,False,False,False,False,False,False,False,
Harbor,False,,,,,,False,False,False,False,False,False,False,harbour
Harbour,True,exact_canonical,harbour,harbour,linguist;pldb,.hb,True,True,False,False,True,False,True,
HardCaml,False,,,,,,False,False,False,False,False,False,False,
Hare,True,exact_canonical,hare,hare,linguist;pldb,.ha,True,True,False,False,False,True,True,
Harlan,True,exact_canonical,harlan,harlan,pldb,,True,False,False,False,False,False,False,
Harmony,False,,,,,,False,False,False,False,False,False,False,
HashLink,True,exact_canonical,hashlink,hashlink,pldb,,True,False,False,False,False,False,False,
Haskell,True,exact_canonical,haskell,haskell,esolang;linguist;pldb,.hs .hs-boot .hsc,True,True,False,True,True,True,True,
Hassium,False,,,,,,False,False,False,False,False,False,False,
Haxe,True,exact_canonical,haxe,haxe,linguist;pldb;wikipedia,.hx .hxsl,True,True,True,False,True,True,True,
Haxl,False,,,,,,False,False,False,False,False,False,False,
Hazel,True,exact_canonical,hazel,hazel,pldb,,True,False,False,False,False,False,False,
HCL,True,exact_canonical,hcl,hcl,linguist;pldb,.hcl .nomad .tf .tfvars .tofu .workflow,True,True,False,False,True,True,True,
Headache,False,,,,,,False,False,False,False,False,False,False,
Hecl,True,exact_canonical,hecl,hecl,pldb,,True,False,False,False,False,False,False,
Hedy,True,exact_canonical,hedy,hedy,pldb,,True,False,False,False,False,False,False,
Helios,True,exact_canonical,helios,Helios,esolang,,False,False,False,True,False,False,False,
Helium,True,exact_canonical,helium,helium,pldb,,True,False,False,False,False,False,False,
Heptagon,False,,,,,,False,False,False,False,False,False,False,
Hermes,True,exact_canonical,hermes,hermes,pldb,,True,False,False,False,False,False,False,
Heron,True,exact_canonical,heron,heron,pldb,,True,False,False,False,False,False,True,
Heta,False,,,,,,False,False,False,False,False,False,False,
HetCASL,False,,,,,,False,False,False,False,False,False,False,
Hexagony,True,exact_canonical,hexagony,hexagony,esolang;pldb,,True,False,False,True,False,False,False,
HHDL,False,,,,,,False,False,False,False,False,False,False,
HicEst,False,,,,,,False,False,False,False,False,False,False,
High Level Assembly,False,,,,,,False,False,False,False,False,False,False,
High Performance Fortran,False,,,,,,False,False,False,False,False,False,False,
HiLog,False,,,,,,False,False,False,False,False,False,False,
HIP,True,exact_canonical,hip,HIP,linguist,.hip,False,True,False,False,False,False,False,
HipHop,False,,,,,,False,False,False,False,False,False,False,
HipHop.js,False,,,,,,False,False,False,False,False,False,False,
Hissp,False,,,,,,False,False,False,False,False,False,False,
HiTalk,False,,,,,,False,False,False,False,False,False,False,
Hive,True,exact_canonical,hive,Hive,esolang,,False,False,False,True,False,False,False,
HiveQL,True,exact_canonical,hiveql,hiveql,linguist;pldb,.hql .q,True,True,False,False,True,False,False,
HJSON,True,exact_canonical,hjson,hjson,pldb,,True,False,False,False,False,False,False,
HLA,True,exact_canonical,hla,hla,pldb,,True,False,False,False,False,False,True,
HLASM,True,exact_canonical,hlasm,hlasm,pldb,,True,False,False,False,False,False,False,
HLisp,False,,,,,,False,False,False,False,False,False,False,
HLPSL,False,,,,,,False,False,False,False,False,False,False,
HLSL,True,exact_canonical,hlsl,hlsl,linguist;pldb,.cginc .fx .fxh .hlsl .hlsli,True,True,False,False,True,True,False,
HMSL,True,exact_canonical,hmsl,hmsl,pldb,,True,False,False,False,False,False,False,
Hobbes,True,exact_canonical,hobbes,hobbes,pldb,,True,False,False,False,False,False,True,
HOCON,True,exact_canonical,hocon,hocon,linguist;pldb,.hocon,True,True,False,False,False,False,False,
Hodor,True,exact_canonical,hodor,hodor,esolang;pldb,,True,False,False,True,False,False,False,
HOL,True,exact_canonical,hol,hol,esolang;pldb,,True,False,False,True,False,False,False,
HOL Light,False,,,,,,False,False,False,False,False,False,False,
HOL4,False,,,,,,False,False,False,False,False,False,False,
Hollywood,False,,,,,,False,False,False,False,False,False,False,
HolyC,True,exact_canonical,holyc,holyc,linguist;pldb,.hc,True,True,False,False,True,False,True,
Homespring,True,exact_canonical,homespring,homespring,esolang;pldb,,True,False,False,True,False,False,False,
Honu,True,exact_canonical,honu,honu,pldb,,True,False,False,False,False,False,False,
Hook,True,exact_canonical,hook,hook,pldb,,True,False,False,False,False,False,False,
Hoon,True,exact_canonical,hoon,hoon,esolang;linguist;pldb,.hoon,True,True,False,True,False,False,True,
Hop,True,exact_canonical,hop,hop,pldb,,True,False,False,False,False,False,False,
Hope,True,exact_canonical,hope,hope,pldb,,True,False,False,False,False,False,True,
Hopper,True,exact_tool,whopper,Whopper,esolang,,False,False,False,True,False,False,True,
Hopscotch,True,exact_canonical,hopscotch,hopscotch,esolang;pldb,,True,False,False,True,False,False,False,
Horse64,True,exact_canonical,horse64,horse64,pldb,,True,False,False,False,False,False,False,
Hot Soup Processor,False,,,,,,False,False,False,False,False,False,False,
HP BASIC,False,,,,,,False,False,False,False,False,False,False,
HP PPL,False,,,,,,False,False,False,False,False,False,False,
HP-GL,True,exact_canonical,hp-gl,hp-gl,pldb,,True,False,False,False,False,False,False,
HPF,False,,,,,,False,False,False,False,False,False,False,
HQ9+,True,exact_canonical,hq9+,HQ9+,esolang,,False,False,False,True,False,False,True,
HQ9++,True,exact_canonical,hq9-plus-plus,HQ9++,esolang,,False,False,False,True,False,False,False,
HQL,False,,,,,,False,False,False,False,False,False,False,
HSP,False,,,,,,False,False,False,False,False,False,False,
HTML,True,exact_canonical,html,html,linguist;pldb,.hta .htm .html .html.hl .inc .xht .xhtml,True,True,False,False,True,True,False,
Huff,False,,,,,,False,False,False,False,False,False,False,
Huginn,True,exact_canonical,huginn,huginn,pldb,,True,False,False,False,False,False,True,
Hugo,True,exact_canonical,hugo,hugo,pldb,,True,False,False,False,False,False,False,
Hugs,False,,,,,,False,False,False,False,False,False,False,
Humbug,False,,,,,,False,False,False,False,False,False,False,
Hume,False,,,,,,False,False,False,False,False,False,False,
Humus,False,,,,,,False,False,False,False,False,False,False,
Hush,True,exact_canonical,hush,hush,pldb,,True,False,False,False,False,False,False,
Husk,True,exact_canonical,husk,Husk,esolang,,False,False,False,True,False,False,False,
HVM,True,exact_canonical,hvm,hvm,pldb,,True,False,False,False,False,False,False,
HVML,False,,,,,,False,False,False,False,False,False,False,
HXSL,False,,,,,,False,False,False,False,False,False,False,
Hy,True,exact_canonical,hy,hy,linguist;pldb,.hy,True,True,False,False,True,True,True,
Hydra,False,,,,,,False,False,False,False,False,False,False,
Hylo,False,,,,,,False,False,False,False,False,False,False,
Hyperscript,True,exact_canonical,hyperscript,hyperscript,pldb,,True,False,False,False,False,False,False,
HyperTalk,True,exact_canonical,hypertalk,hypertalk,pldb,,True,False,False,False,False,False,True,
HyPhy,True,exact_canonical,hyphy,hyphy,linguist;pldb,.bf,True,True,False,False,True,True,False,
IA-64 Assembly,False,,,,,,False,False,False,False,False,False,False,
IAL,True,exact_canonical,ial,ial,pldb,,True,False,False,False,False,False,False,
IBM 1130 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 1401 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 1401 Autocoder,False,,,,,,False,False,False,False,False,False,False,
IBM 1620 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 360 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 370 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 650 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 704 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 705 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 709 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM 7090 Assembly,False,,,,,,False,False,False,False,False,False,False,
IBM RPG,False,,,,,,False,False,False,False,False,False,False,
Ice,False,,,,,,False,False,False,False,False,False,False,
Iced CoffeeScript,False,,,,,,False,False,False,False,False,False,False,icedcoffeescript
IcedCoffeeScript,True,exact_canonical,icedcoffeescript,icedcoffeescript,pldb,,True,False,False,False,False,False,False,
Ichiban Prolog,False,,,,,,False,False,False,False,False,False,False,
ICI,True,exact_canonical,ici,ici,pldb,,True,False,False,False,False,False,False,
Icon,True,exact_canonical,icon,icon,pldb,,True,False,False,False,False,True,True,
Id,True,exact_canonical,id,id,pldb,,True,False,False,False,False,False,False,
IDC,False,,,,,,False,False,False,False,False,False,False,
IDEAL,False,,,,,,False,False,False,False,False,False,False,
Idio,True,exact_canonical,idio,idio,pldb,,True,False,False,False,False,False,False,
IDL,True,exact_canonical,idl,idl,linguist;pldb,.dlm .pro,True,True,False,False,True,True,True,
Idol,False,,,,,,False,False,False,False,False,False,False,
Idris,True,exact_canonical,idris,idris,linguist;pldb,.idr .lidr,True,True,False,False,True,True,True,
Idris 1,False,,,,,,False,False,False,False,False,False,False,
Idris 2,False,,,,,,False,False,False,False,False,False,False,
Idris2,False,,,,,,False,False,False,False,False,False,False,
Idyll,False,,,,,,False,False,False,False,False,False,False,
IEML,False,,,,,,False,False,False,False,False,False,False,
IF/Prolog,False,,,,,,False,False,False,False,False,False,False,
iForth,False,,,,,,False,False,False,False,False,False,False,FIFOrth
IFTRAN,False,,,,,,False,False,False,False,False,False,False,
Igor Pro,True,exact_tool,igor-pro,igor-pro,linguist;pldb,.ipf,True,True,False,False,True,True,False,
IITRAN,True,exact_canonical,iitran,iitran,pldb,,True,False,False,False,False,False,False,
Ikarus,True,exact_canonical,ikarus,ikarus,pldb,,True,False,False,False,False,False,False,
Imandra,True,exact_canonical,imandra,imandra,pldb,,True,False,False,False,False,False,False,
Imba,True,exact_canonical,imba,imba,linguist;pldb,.imba,True,True,False,False,False,False,False,
IMP,True,exact_canonical,imp,imp,pldb,,True,False,False,False,False,False,False,
Impala,True,exact_canonical,impala,impala,pldb,,True,False,False,False,False,False,False,
ImplicitCAD,False,,,,,,False,False,False,False,False,False,False,
Impromptu,False,,,,,,False,False,False,False,False,False,False,
incr Tcl,False,,,,,,False,False,False,False,False,False,False,
InfluxQL,False,,,,,,False,False,False,False,False,False,False,
Inform,True,exact_canonical,inform,inform,pldb,,True,False,False,False,False,False,False,
Inform 0,False,,,,,,False,False,False,False,False,False,False,
Inform 1,False,,,,,,False,False,False,False,False,False,False,
Inform 2,False,,,,,,False,False,False,False,False,False,False,
Inform 3,False,,,,,,False,False,False,False,False,False,False,
Inform 4,False,,,,,,False,False,False,False,False,False,False,
Inform 5,False,,,,,,False,False,False,False,False,False,False,
Inform 6,False,,,,,,False,False,False,False,False,False,False,
Inform 7,True,exact_canonical,inform-7,Inform 7,linguist,.i7x .ni,False,True,False,False,True,True,True,
Informix 4GL,False,,,,,,False,False,False,False,False,False,False,
Informix-4GL,False,,,,,,False,False,False,False,False,False,False,
Ingres QUEL,False,,,,,,False,False,False,False,False,False,False,
Ink,True,exact_canonical,ink,ink,linguist;pldb,.ink,True,True,False,False,False,False,False,
